spot_name,href,full_url,spot_type,lat,lng,county,id,Ideal Swell Dir,Ideal Wind Dir,Ideal Swell Angle,Ideal Wind Angle
Santa Monica Ocean Park,/breaks/Ocean-Park-Santa-Monica,https://www.surf-forecast.com/breaks/Ocean-Park-Santa-Monica,Beach,33.999,-118.487,Los Angeles County,5af21e4c8a1a07001a4531dc,Southwest,Northeast,225,45
Santa Monica Pier,/breaks/Santa-Monic-Pier,https://www.surf-forecast.com/breaks/Santa-Monic-Pier,Beach,34.0086,-118.5005,Los Angeles County,5842041f4e65fad6a77088f7,West-southwest,Northeast,247.5,45
Santa Monica Samo 20,/breaks/Santa-Monica-Samo-20,https://www.surf-forecast.com/breaks/Santa-Monica-Samo-20,Beach,34.005,-118.492,Los Angeles County,5842041f4e65fad6a77088f7,Southwest,Northeast,225,45
Ballona Creek and Jetty,/breaks/Ballona-Creek-and-Jetty,https://www.surf-forecast.com/breaks/Ballona-Creek-and-Jetty,Beach/jetty,33.9564,-118.454,Los Angeles County,5842041f4e65fad6a77088ee,West-southwest,Northeast,247.5,45
Sapphire Street,/breaks/Sapphire-Street,https://www.surf-forecast.com/breaks/Sapphire-Street,Beach/jetty,33.8237,-118.3932,Los Angeles County,584204214e65fad6a7709d0b,West-southwest,East,247.5,90
Bay Street,/breaks/Bay-Street,https://www.surf-forecast.com/breaks/Bay-Street,Beach,34.0026,-118.489,Los Angeles County,5d6562fdca83aa00012b47af,West-southwest,Northeast,247.5,45
Burnout,/breaks/Burnout,https://www.surf-forecast.com/breaks/Burnout,Beach,33.816,-118.392,Los Angeles County,61c372b6277a93e7f718ba8c,West,East,270,90
Manhattan 26th street,/breaks/Manhattan-26th-street,https://www.surf-forecast.com/breaks/Manhattan-26th-street,Beach,33.884,-118.412,Los Angeles County,5842041f4e65fad6a770898a,West,East-northeast,270,67.5
Manhattan Beach and Pier,/breaks/Manhattan-Beach-Pier,https://www.surf-forecast.com/breaks/Manhattan-Beach-Pier,Beach,33.8923,-118.4199,Los Angeles County,5842041f4e65fad6a7708907,Southwest,East,225,90
Topaz Street,/breaks/Topaz-Street,https://www.surf-forecast.com/breaks/Topaz-Street,Beach/jetty,33.8329,-118.3932,Los Angeles County,584204214e65fad6a7709d0b,West,East,270,90
D and W,/breaks/D-and-W,https://www.surf-forecast.com/breaks/D-and-W,Beach/jetty,33.9428,-118.445,Los Angeles County,5842041f4e65fad6a77088d7,Northwest,Northeast,315,45
New Jetty,/breaks/New-Jetty,https://www.surf-forecast.com/breaks/New-Jetty,Beach/jetty,33.9169,-118.4297,Los Angeles County,5842041f4e65fad6a7708e54,West,Northeast,270,45
Torrance Beach/Burn Out,/breaks/Torrance-Beach,https://www.surf-forecast.com/breaks/Torrance-Beach,Beach,33.8116,-118.395,Los Angeles County,61c372b6277a93e7f718ba8c,West-northwest,East,292.5,90
Dockweiler Beach,/breaks/Dockweiler-Beach,https://www.surf-forecast.com/breaks/Dockweiler-Beach,Beach,33.93,-118.437,Los Angeles County,5842041f4e65fad6a77088ff,Southwest,East-northeast,225,67.5
El Porto Beach,/breaks/El-Porto-Beach,https://www.surf-forecast.com/breaks/El-Porto-Beach,Beach,33.9075,-118.4268,Los Angeles County,5842041f4e65fad6a7708906,Southwest,East,225,90
Venice Pier,/breaks/Venice-Pier,https://www.surf-forecast.com/breaks/Venice-Pier,Sandbar,33.978,-118.469,Los Angeles County,5accf279bd428f001ad70a34,Southwest,Northeast,225,45
Westward Beach/Point Dume,/breaks/Westward-Beach-Point-Dume,https://www.surf-forecast.com/breaks/Westward-Beach-Point-Dume,Beach,34.0066,-118.8171,Los Angeles County,5842041f4e65fad6a7708936,Southwest,Northeast,225,45
Zuma Beach,/breaks/Zuma-Beach,https://www.surf-forecast.com/breaks/Zuma-Beach,Beach,34.0257,-118.8413,Los Angeles County,5afb6566bb6fd9001a250fbb,Southwest,Northeast,225,45
Hermosa Beach and Pier,/breaks/Hermosa-Beach-Pier,https://www.surf-forecast.com/breaks/Hermosa-Beach-Pier,Beach,33.8619,-118.4054,Los Angeles County,5842041f4e65fad6a7708904,Southwest,East,225,90
Santa Monica Jetties,/breaks/Santa-Monica-Jetties,https://www.surf-forecast.com/breaks/Santa-Monica-Jetties,Beach,34.0369,-118.5465,Los Angeles County,5842041f4e65fad6a77088f7,South-southwest,North,202.5,360
Bolinas Jetty,/breaks/Bolinas,https://www.surf-forecast.com/breaks/Bolinas,Beach/jetty,37.8987,-122.6986,Marin County,5842041f4e65fad6a77089c2,South-southwest,North,202.5,360
Fort Cronkite Rodeo Beach,/breaks/Fort-Cronkite-Rodeo-Beach,https://www.surf-forecast.com/breaks/Fort-Cronkite-Rodeo-Beach,Sandbar,37.831,-122.54,Marin County,5842041f4e65fad6a77089bf,Southwest,Northeast,225,45
Shark Pit,/breaks/Shark-Pit_1,https://www.surf-forecast.com/breaks/Shark-Pit_1,Beach,38.2402,-122.9756,Marin County,5842041f4e65fad6a77088ed,West,East-southeast,270,112.5
Dillon Beach,/breaks/Dillon-Beach,https://www.surf-forecast.com/breaks/Dillon-Beach,Sandbar,38.2445,-122.9726,Marin County,584204204e65fad6a770938c,West,East,270,90
Stinson Beach,/breaks/Stinson-Beach,https://www.surf-forecast.com/breaks/Stinson-Beach,Beach,37.8978,-122.6477,Marin County,5842041f4e65fad6a77089c1,Southwest,Northeast,225,45
Drakes Bay,/breaks/Drakes-Bay-1,https://www.surf-forecast.com/breaks/Drakes-Bay-1,Sandbar,38.031,-122.934,Marin County,640a2d6999dd4496c8fe8cfb,South-southwest,North,202.5,360
Ocean Beach,/breaks/Ocean-Beach,https://www.surf-forecast.com/breaks/Ocean-Beach,Beach,37.7303,-122.5101,San Francisco County,5842041f4e65fad6a770883f,West,East,270,90
Point Reyes Beach,/breaks/Point-Reyes-Beach,https://www.surf-forecast.com/breaks/Point-Reyes-Beach,Beach,38.0658,-122.9836,Marin County,623f2558-cecd-11eb-8ee7-024238d3b313,West-southwest,Southeast,247.5,135
Big River,/breaks/Big-River-1,https://www.surf-forecast.com/breaks/Big-River-1,River,39.2956,-123.8063,Mendocino County,5842041f4e65fad6a7708bb4,West,Northeast,270,45
Seaside Creek,/breaks/Seaside-Creek,https://www.surf-forecast.com/breaks/Seaside-Creek,Beach,39.5652,-123.7726,Mendocino County,5842041f4e65fad6a77088b3,West,East,270,90
Caspar Creek,/breaks/Casper-Creek,https://www.surf-forecast.com/breaks/Casper-Creek,Beach,39.3627,-123.8218,Mendocino County,584204204e65fad6a770997d,Northwest,East,315,90
Chadbourne Gulch,/breaks/Chadbourne-Gulch,https://www.surf-forecast.com/breaks/Chadbourne-Gulch,Beach,39.6084,-123.7882,Mendocino County,5842041f4e65fad6a7708b3f,West-southwest,East,247.5,90
Navarro Rivermouth,/breaks/Navarro-Rivermouth,https://www.surf-forecast.com/breaks/Navarro-Rivermouth,River,39.1881,-123.7604,Mendocino County,640a5e3e99dd447a5f0aa39a,Northwest,East,315,90
Virgin Creek,/breaks/Virgin-Creek,https://www.surf-forecast.com/breaks/Virgin-Creek,Beach,39.4719,-123.8079,Mendocino County,640a3f9b99dd443c370330cb,West,East-southeast,270,112.5
De Haven Creek,/breaks/De-Haven-Creek,https://www.surf-forecast.com/breaks/De-Haven-Creek,Beach,39.6538,-123.7894,Mendocino County,640a3fa24eb3751e36945dff,West-southwest,East,247.5,90
Ward Avenue,/breaks/Ward-Avenue,https://www.surf-forecast.com/breaks/Ward-Avenue,Beach,39.5077,-123.7882,Mendocino County,603d4e813115d67fd060bc82,West,East-southeast,270,112.5
Gualala Rivermouth,/breaks/Gualala-Rivermouth,https://www.surf-forecast.com/breaks/Gualala-Rivermouth,River,38.8317,-123.6406,Mendocino County,5842041f4e65fad6a77089c7,Southwest,East,225,90
Sand Dollar Beach,/breaks/Sand-Dollar-Beach,https://www.surf-forecast.com/breaks/Sand-Dollar-Beach,Beach,35.9242,-121.4706,Monterey County,5842041f4e65fad6a7708bb1,West,East,270,90
Spanish Bay-Cobblestones,/breaks/Spanish-Bay-Cobblestones,https://www.surf-forecast.com/breaks/Spanish-Bay-Cobblestones,Beach,36.6177,-121.9456,Monterey County,640a68674eb37526c79e2a75,West,Southeast,270,135
Carmel Beach,/breaks/Carmel-Beach,https://www.surf-forecast.com/breaks/Carmel-Beach,Sandbar,36.5533,-121.932,Monterey County,5842041f4e65fad6a7708bb3,West,East,270,90
Marina,/breaks/Marina-1,https://www.surf-forecast.com/breaks/Marina-1,Beach,36.7024,-121.8204,Monterey County,5842041f4e65fad6a7708941,West-northwest,East-southeast,292.5,112.5
Del Monte Beach,/breaks/Del-Monte-Beach,https://www.surf-forecast.com/breaks/Del-Monte-Beach,Sandbar,36.603,-121.8827,Monterey County,584204214e65fad6a7709d1f,Northwest,South-southeast,315,157.5
Marina State Beach,/breaks/Marina-State-Beach,https://www.surf-forecast.com/breaks/Marina-State-Beach,Beach,36.7472,-121.8092,Monterey County,5842041f4e65fad6a7708941,West,East-southeast,270,112.5
Spanish Bay-South Moss,/breaks/Spanish-Bay-South-Moss,https://www.surf-forecast.com/breaks/Spanish-Bay-South-Moss,Beach,36.6151,-121.9485,Monterey County,5842041f4e65fad6a7708bbf,West,Southeast,270,135
Moss Landing,/breaks/Moss-Landing,https://www.surf-forecast.com/breaks/Moss-Landing,Beach,36.8146,-121.7941,Monterey County,5842041f4e65fad6a7708bbf,Northwest,East-southeast,315,112.5
Garrapata,/breaks/Garrapata,https://www.surf-forecast.com/breaks/Garrapata,Beach,36.4254,-121.9294,Monterey County,5842041f4e65fad6a7708bb4,West,East-southeast,270,112.5
Salinas River State Beach,/breaks/Salinas-River-State-Beach,https://www.surf-forecast.com/breaks/Salinas-River-State-Beach,Beach,36.8018,-121.7927,Monterey County,640a43cd606c459a04b1ac93,West,East-southeast,270,112.5
Zmudowski State Beach,/breaks/Zmudowski-State-Beach,https://www.surf-forecast.com/breaks/Zmudowski-State-Beach,Beach,36.8213,-121.7976,Monterey County,584204204e65fad6a770998c,West,East,270,90
13th Street,/breaks/Thirteenth-Street,https://www.surf-forecast.com/breaks/Thirteenth-Street,Beach,33.7239,-118.0824,Orange County,5842041f4e65fad6a77089fd,West-northwest,Northeast,292.5,45
Huntington Cliffs,/breaks/Huntington-Cliffs,https://www.surf-forecast.com/breaks/Huntington-Cliffs,Beach,33.683,-118.0372,Orange County,640a3f7c606c45fdf1b09880,West-southwest,Northeast,247.5,45
204,/breaks/Twohundredandfour,https://www.surf-forecast.com/breaks/Twohundredandfour,Beach,33.4419,-117.6531,Orange County,640a3f744eb37520719451b8,South-southwest,Northeast,202.5,45
Huntington Pier,/breaks/Huntington-Pier,https://www.surf-forecast.com/breaks/Huntington-Pier,Beach,33.6705,-118.0224,Orange County,5842041f4e65fad6a7708827,West-southwest,Northeast,247.5,45
San Clemente Pier,/breaks/San-Clemente-Pier,https://www.surf-forecast.com/breaks/San-Clemente-Pier,Beach,33.4249,-117.6323,Orange County,5cc8b55739a02e0001ac69f8,Southwest,Northeast,225,45
San Clemente State Park,/breaks/San-Clemente-State-Park,https://www.surf-forecast.com/breaks/San-Clemente-State-Park,Beach,33.4005,-117.608,Orange County,5842041f4e65fad6a77088cf,Southwest,Northeast,225,45
56th St,/breaks/Fifty-sixth-St,https://www.surf-forecast.com/breaks/Fifty-sixth-St,Beach,33.623,-117.945,Orange County,5842041f4e65fad6a7708e54,Southwest,North-northeast,225,22.5
Linda Lane Beach,/breaks/Linda-Lane-Beach,https://www.surf-forecast.com/breaks/Linda-Lane-Beach,Beach,33.423,-117.624,Orange County,5842041f4e65fad6a77088cf,Southwest,Northeast,225,45
San Onofre - Trails,/breaks/Trails-San-Onofre-State-Beach,https://www.surf-forecast.com/breaks/Trails-San-Onofre-State-Beach,Beach,33.3651,-117.5556,San Diego County,584204204e65fad6a77099d4,Southwest,East,225,90
Anderson Street,/breaks/Anderson-Street,https://www.surf-forecast.com/breaks/Anderson-Street,Sandbar,33.723,-118.081,Orange County,5842041f4e65fad6a7708822,Southwest,Northeast,225,45
Middles,/breaks/Middles-4,https://www.surf-forecast.com/breaks/Middles-4,Sandbar,33.5936,-117.9172,Orange County,5842041f4e65fad6a7708886,South-southwest,North-northeast,202.5,22.5
Santa Ana River Jetties,/breaks/Santa-Ana-River-Jetties,https://www.surf-forecast.com/breaks/Santa-Ana-River-Jetties,River,33.6461,-117.9908,Orange County,5842041f4e65fad6a77088ee,Southwest,Northeast,225,45
Newport 15th Street,/breaks/Newport-15th-Street,https://www.surf-forecast.com/breaks/Newport-15th-Street,Sandbar,33.604,-117.919,Orange County,5842041f4e65fad6a7708bfe,South-southwest,North-northeast,202.5,22.5
Sunset Beach,/breaks/Sunset-Beach-Usa-North-OC,https://www.surf-forecast.com/breaks/Sunset-Beach-Usa-North-OC,Sandbar,33.715,-118.07,Orange County,584204214e65fad6a7709b9e,Southwest,Northeast,225,45
Bolsa Chica,/breaks/Bolsa-Chica,https://www.surf-forecast.com/breaks/Bolsa-Chica,Beach,33.7049,-118.0603,Orange County,5842041f4e65fad6a77088e8,Southwest,Northeast,225,45
Surfside Jetty,/breaks/Surfside-Jetty,https://www.surf-forecast.com/breaks/Surfside-Jetty,Beach,33.7188,-118.0765,Orange County,5842041f4e65fad6a7708889,West,Northeast,270,45
Riviera,/breaks/Riviera-1,https://www.surf-forecast.com/breaks/Riviera-1,Beach,33.406,-117.608,Orange County,6418e463e072f80f6e032dd4,Southwest,Northeast,225,45
Huntington Beach,/breaks/Huntington-Beach,https://www.surf-forecast.com/breaks/Huntington-Beach,Beach,33.6548,-118.0033,Orange County,5842041f4e65fad6a7708827,West-southwest,Northeast,247.5,45
Salt Creek Middles,/breaks/Salt-Creek-Middles,https://www.surf-forecast.com/breaks/Salt-Creek-Middles,Beach,33.475,-117.724,Orange County,5842041f4e65fad6a770882e,Southwest,East-northeast,225,67.5
Georges,/breaks/Georges,https://www.surf-forecast.com/breaks/Georges,Beach,33.0448,-117.3004,San Diego County,584204214e65fad6a7709d1a,West-northwest,East,292.5,90
Ponto,/breaks/Ponto,https://www.surf-forecast.com/breaks/Ponto,River,33.1448,-117.3454,San Diego County,5842041f4e65fad6a77088a5,Southwest,East-northeast,225,67.5
Blacks Beach,/breaks/Blacks-Beach,https://www.surf-forecast.com/breaks/Blacks-Beach,Beach,32.9142,-117.2598,San Diego County,5842041f4e65fad6a770883b,West-northwest,East,292.5,90
Imperial Beach,/breaks/Imperial-Beach,https://www.surf-forecast.com/breaks/Imperial-Beach,Beach,32.5882,-117.1333,San Diego County,5842041f4e65fad6a7708844,Southwest,East,225,90
Santa Clara Court,/breaks/Santa-Clara-Court,https://www.surf-forecast.com/breaks/Santa-Clara-Court,Sandbar,32.782,-117.256,San Diego County,584204204e65fad6a77099e0,West,East,270,90
Camp Pendelton,/breaks/Camp-Pendelton,https://www.surf-forecast.com/breaks/Camp-Pendelton,Beach,33.216,-117.406,San Diego County,5842041f4e65fad6a7708a22,Southwest,Northeast,225,45
Imperial Pier (North and South),/breaks/Imperial-Pier,https://www.surf-forecast.com/breaks/Imperial-Pier,Beach,32.5799,-117.1343,San Diego County,5842041f4e65fad6a7708844,West-southwest,East,247.5,90
Scripps Pier,/breaks/Scripps-Pier,https://www.surf-forecast.com/breaks/Scripps-Pier,Beach,32.8735,-117.2546,San Diego County,5842041f4e65fad6a7708839,West-northwest,Southeast,292.5,135
Carlsbad City Beach,/breaks/Carlsbad-City-Beach,https://www.surf-forecast.com/breaks/Carlsbad-City-Beach,Beach,33.224,-117.4121,San Diego County,5bfdced06871990001fd9ff2,West,Northeast,270,45
La Jolla Shores,/breaks/La-Jolla-Shores,https://www.surf-forecast.com/breaks/La-Jolla-Shores,Beach,32.859,-117.258,San Diego County,5842041f4e65fad6a77088cc,West,East-southeast,270,112.5
Cherry Hill,/breaks/Cherry-Hill-2,https://www.surf-forecast.com/breaks/Cherry-Hill-2,Beach,32.982,-117.274,San Diego County,584204204e65fad6a7709abe,West,East-northeast,270,67.5
Law Street,/breaks/Law-Street,https://www.surf-forecast.com/breaks/Law-Street,Beach,32.801,-117.261,San Diego County,5842041f4e65fad6a7708841,West,East-northeast,270,67.5
Coronado Beaches,/breaks/Coronado-Beaches,https://www.surf-forecast.com/breaks/Coronado-Beaches,Beach,32.6853,-117.1894,San Diego County,5842041f4e65fad6a77088ce,Southwest,North,225,360
Crystal Pier and Pacific Beach,/breaks/Crystal-Pier-and-Pacific-Beach,https://www.surf-forecast.com/breaks/Crystal-Pier-and-Pacific-Beach,Beach,32.8016,-117.2606,San Diego County,5842041f4e65fad6a7708841,Southwest,Northeast,225,45
South Jetty and Dog Beach,/breaks/South-Jetty-and-Dog-Beach,https://www.surf-forecast.com/breaks/South-Jetty-and-Dog-Beach,Beach,32.765,-117.2536,San Diego County,5842041f4e65fad6a7708a7b,Southwest,East,225,90
D Street,/breaks/D-Street,https://www.surf-forecast.com/breaks/D-Street,Sandbar,33.0819,-117.3154,San Diego County,5842041f4e65fad6a77088b7,Southwest,East,225,90
Moonlight Beach,/breaks/Moonlight-Beach,https://www.surf-forecast.com/breaks/Moonlight-Beach,Beach,33.0882,-117.3172,San Diego County,5842041f4e65fad6a77088a3,Southwest,East,225,90
Del Mar Beach,/breaks/Del-Mar-Beach,https://www.surf-forecast.com/breaks/Del-Mar-Beach,Beach,33.0025,-117.2814,San Diego County,5842041f4e65fad6a77088af,West,East,270,90
North Scripps,/breaks/North-Scripps,https://www.surf-forecast.com/breaks/North-Scripps,Beach,32.8714,-117.2649,San Diego County,5842041f4e65fad6a7708839,West,East-southeast,270,112.5
North Torrey Pines,/breaks/North-Torrey-Pines,https://www.surf-forecast.com/breaks/North-Torrey-Pines,Beach,32.936,-117.263,San Diego County,584204204e65fad6a7709994,West,East,270,90
Del Mar Rivermouth,/breaks/Del-Mar-Rivermouth,https://www.surf-forecast.com/breaks/Del-Mar-Rivermouth,River,33.0109,-117.2934,San Diego County,5842041f4e65fad6a77088b0,West,East,270,90
Ocean Beach Jetty,/breaks/OB-Jetty,https://www.surf-forecast.com/breaks/OB-Jetty,Beach/jetty,32.7561,-117.2559,San Diego County,5842041f4e65fad6a770883f,West,East,270,90
Diamond Street,/breaks/Diamond-Street,https://www.surf-forecast.com/breaks/Diamond-Street,Beach,32.799,-117.26,San Diego County,5842041f4e65fad6a7708a07,West,East-northeast,270,67.5
Oceanside Beach,/breaks/Oceanside-Beach,https://www.surf-forecast.com/breaks/Oceanside-Beach,Beach,33.2443,-117.4299,San Diego County,5842041f4e65fad6a7708835,South-southwest,Northeast,202.5,45
Dutches A Frame,/breaks/Dutches-A-Frame,https://www.surf-forecast.com/breaks/Dutches-A-Frame,Sandbar,33.166,-117.361,San Diego County,640a64de606c45306ab99e4c,West,Northeast,270,45
Oceanside Harbor,/breaks/Oceanside-Harbor,https://www.surf-forecast.com/breaks/Oceanside-Harbor,Beach/jetty,33.2563,-117.4374,San Diego County,5842041f4e65fad6a7708832,West,Northeast,270,45
Torrey Pines State Beach,/breaks/Torrey-Pines-State-Beach,https://www.surf-forecast.com/breaks/Torrey-Pines-State-Beach,Beach,32.9604,-117.2711,San Diego County,584204204e65fad6a7709994,West-northwest,East,292.5,90
El Carmel Point,/breaks/El-Carmel-Point,https://www.surf-forecast.com/breaks/El-Carmel-Point,Beach,32.778,-117.2637,San Diego County,5842041f4e65fad6a7708bb3,West,East,270,90
Oceanside Pier,/breaks/Oceanside-Pier,https://www.surf-forecast.com/breaks/Oceanside-Pier,Beach,33.193,-117.388,San Diego County,5842041f4e65fad6a7708835,West-southwest,Northeast,247.5,45
Pacific Beach Pier,/breaks/PB-Pier,https://www.surf-forecast.com/breaks/PB-Pier,Beach,32.7962,-117.2584,San Diego County,5842041f4e65fad6a7708841,West-southwest,East-northeast,247.5,67.5
Turtles,/breaks/Turtles-4,https://www.surf-forecast.com/breaks/Turtles-4,Beach,33.022,-117.288,San Diego County,5842041f4e65fad6a7708b14,Southwest,East-northeast,225,67.5
Moonstone,/breaks/Moonstone,https://www.surf-forecast.com/breaks/Moonstone,Beach,35.569,-121.112,San Luis Obispo County,5842041f4e65fad6a770899c,West,East,270,90
San Carpoforo Creek,/breaks/San-Carpoforo-Creek,https://www.surf-forecast.com/breaks/San-Carpoforo-Creek,Beach,35.7638,-121.3274,San Luis Obispo County,5842041f4e65fad6a7708bb1,Southwest,East,225,90
Avila Beach,/breaks/Avila-Beach,https://www.surf-forecast.com/breaks/Avila-Beach,Beach,35.1779,-120.7332,San Luis Obispo County,5842041f4e65fad6a77089ab,Southwest,North-northeast,225,22.5
Morro Bay,/breaks/Morro-Bay,https://www.surf-forecast.com/breaks/Morro-Bay,Beach,35.372,-120.868,San Luis Obispo County,5842041f4e65fad6a770880a,West,East-southeast,270,112.5
Morro Rock,/breaks/Morro-Rock,https://www.surf-forecast.com/breaks/Morro-Rock,Beach,35.3892,-120.8656,San Luis Obispo County,5842041f4e65fad6a770880a,Northwest,East,315,90
Sand spit,/breaks/Sand-spit_2,https://www.surf-forecast.com/breaks/Sand-spit_2,Sandbar,35.304,-120.877,San Luis Obispo County,5842041f4e65fad6a7708966,Northwest,East-southeast,315,112.5
Cayucos Pier,/breaks/Cayucos-Pier,https://www.surf-forecast.com/breaks/Cayucos-Pier,Sandbar,35.4483,-120.9104,San Luis Obispo County,5842041f4e65fad6a77089a2,Southwest,Northeast,225,45
Santa Rosa Creek,/breaks/Santa-Rosa-Creek-Moonstone,https://www.surf-forecast.com/breaks/Santa-Rosa-Creek-Moonstone,Beach,35.5702,-121.1133,San Luis Obispo County,5842041f4e65fad6a770899e,West,East,270,90
Oceano,/breaks/Oceano,https://www.surf-forecast.com/breaks/Oceano,Beach,35.1115,-120.6341,San Luis Obispo County,5a1c9be49caa98001b09d0e1,Southwest,East,225,90
Pismo Beach Pier,/breaks/Pismo-Beach-Pier,https://www.surf-forecast.com/breaks/Pismo-Beach-Pier,Beach,35.136,-120.6436,San Luis Obispo County,5842041f4e65fad6a77089ac,West-northwest,Northeast,292.5,45
Lighthouse,/breaks/Lighthouse-Cadis,https://www.surf-forecast.com/breaks/Lighthouse-Cadis,Beach,35.6675,-121.2866,San Luis Obispo County,640f375d6d5eccd7595b07ae,West,East,270,90
Linda Mar,/breaks/Linda-Mar-1,https://www.surf-forecast.com/breaks/Linda-Mar-1,Beach,37.598,-122.503,San Mateo County,5842041f4e65fad6a7708976,Northwest,Southeast,315,135
Pomponio State Beach,/breaks/Pomponio-State-Beach,https://www.surf-forecast.com/breaks/Pomponio-State-Beach,Beach,37.2927,-122.4093,San Mateo County,5842041f4e65fad6a770897d,Southwest,East,225,90
Princeton Breakwater,/breaks/Princeton-Breakwater,https://www.surf-forecast.com/breaks/Princeton-Breakwater,Beach/jetty,37.501,-122.4783,San Mateo County,5842041f4e65fad6a7708970,Southwest,Northeast,225,45
Francis Beach,/breaks/Francis-Beach,https://www.surf-forecast.com/breaks/Francis-Beach,Beach,37.4462,-122.4444,San Mateo County,5842041f4e65fad6a7708d0c,West,East,270,90
Montara,/breaks/Montara,https://www.surf-forecast.com/breaks/Montara,Sandbar,37.5434,-122.5188,San Mateo County,5842041f4e65fad6a7708974,West-northwest,Southeast,292.5,135
Gazos Creek,/breaks/Gazos-Creek,https://www.surf-forecast.com/breaks/Gazos-Creek,Beach,37.1625,-122.3627,San Mateo County,61c3a7a1277a933173241ebb,West,Northeast,270,45
San Gregorio State Beach,/breaks/San-Gregorio-State-Beach,https://www.surf-forecast.com/breaks/San-Gregorio-State-Beach,Beach,37.3279,-122.4044,San Mateo County,584204204e65fad6a7709220,Southwest,East,225,90
Gray Whale Cove,/breaks/Gray-Whale-Cove,https://www.surf-forecast.com/breaks/Gray-Whale-Cove,Beach,37.565,-122.515,San Mateo County,5842041f4e65fad6a7708ec5,West,East,270,90
Jalama,/breaks/Jalama,https://www.surf-forecast.com/breaks/Jalama,Beach,34.5109,-120.504,Santa Barbara County,5842041f4e65fad6a7708991,Southwest,Northeast,225,45
